inst,cell,x_um,y_um,ir_orig_mV,ir_comp_mV,delta_mV
g5669,AO22x1_ASAP7_75t_SL,8.928,121.896,27.92,,
key_c_r_reg\[20\]\[45\],,,,27.92,30.56,2.64
u0/g28080,AOI32xp33_ASAP7_75t_SL,87.984,14.976,27.92,,
FE_PHC3948_key_c_r_11_28,HB2xp67_ASAP7_75t_SL,51.48,335.736,27.92,,
FE_PHC961_key_c_r_0_14,HB2xp67_ASAP7_75t_L,19.512,147.816,27.92,,
u0/u5_u2_g1981,OA33x2_ASAP7_75t_SL,106.128,9.576,27.92,,
u2/u13_u0_g2046,NAND2xp5_ASAP7_75t_SL,320.832,50.616,27.92,,
u2/u7_u2_g1956,OAI321xp33_ASAP7_75t_SL,362.952,184.536,27.92,,
FE_PHC341_key_b_r_6_46,HB3xp67_ASAP7_75t_L,38.304,248.256,27.92,,
u0/g20466__2398,OAI221xp5_ASAP7_75t_SL,16.272,74.376,27.92,,
u0/g12696,NOR2xp33_ASAP7_75t_SL,120.168,12.816,27.92,,
u2/g23671,NAND2xp5_ASAP7_75t_SL,365.544,67.896,27.92,,
u0/u6_u2_g2011,INVx1_ASAP7_75t_SL,141.984,21.456,27.92,,
u0/u5_u2_g1985,OAI221xp5_ASAP7_75t_SL,103.752,9.576,27.92,,
u0/FE_PHC5661_uk_K_r0_34,HB1xp67_ASAP7_75t_SL,46.944,47.376,27.92,,
u2/u12_u7_g2501,AOI211xp5_ASAP7_75t_SL,273.312,50.616,27.91,,
u0/u9_u4_g2267,AO21x1_ASAP7_75t_SL,248.04,41.976,27.91,,
u2/g13527,OR2x2_ASAP7_75t_SL,367.056,172.656,27.91,,
FE_PHC6582_key_c_r_21_51,HB1xp67_ASAP7_75t_SL,98.784,376.776,27.91,30.33,2.42
FE_PHC3826_key_b_r_6_54,HB1xp67_ASAP7_75t_L,35.28,276.336,27.91,,
FE_PHC4374_key_c_r_26_48,HB1xp67_ASAP7_75t_SL,162.288,364.896,27.91,31.45,3.54
key_b_r_reg\[6\]\[9\],,,,27.91,29.09,1.18
u0/u5_u2_g2018,NAND2xp5_ASAP7_75t_SL,100.512,10.656,27.91,,
u0/L0_reg\[9\],,,,27.91,20.95,-6.96
u2/u13_u0_g2002,OA211x2_ASAP7_75t_SL,327.312,50.616,27.91,,
FE_PHC1456_key_c_r_27_40,HB3xp67_ASAP7_75t_SL,169.632,361.656,27.91,30.9,2.99
key_b_r_reg\[1\]\[55\],,,,27.91,31.14,3.23
u2/g16676,NOR5xp2_ASAP7_75t_SL,367.92,214.776,27.9,,
u0/L9_reg\[6\],,,,27.9,20.62,-7.28
u2/FE_OFC43_decrypt,BUFx2_ASAP7_75t_SL,294.048,151.056,27.9,,
u0/g27881,OAI211xp5_ASAP7_75t_SL,78.48,19.296,27.9,,
u0/g20427__4319,XNOR2xp5_ASAP7_75t_SL,29.664,61.416,27.9,,
u2/g13525,NAND2xp5_ASAP7_75t_SL,367.056,173.736,27.9,,
key_b_r_reg\[1\]\[31\],,,,27.9,30.9,3.0
u0/u5_u2_g1980,AO221x1_ASAP7_75t_SL,109.152,10.656,27.89,,
FE_PHC2656_key_b_r_2_0,HB2xp67_ASAP7_75t_SL,26.64,152.136,27.89,,
u2/g18711,XNOR2xp5_ASAP7_75t_SL,296.424,45.216,27.89,,
u2/u12_u7_g2528,OAI21xp5_ASAP7_75t_SL,272.664,51.696,27.89,,
u0/u9_u6_g1934,NOR2xp33_ASAP7_75t_SL,259.272,46.296,27.89,,
key_c_r_reg\[16\]\[53\],,,,27.89,30.92,3.03
u2/g13632,INVx1_ASAP7_75t_SL,364.68,176.976,27.89,,
u2/g14106,NAND2xp5_ASAP7_75t_SL,347.616,59.256,27.89,,
u2/u14_u2_g2031,NOR2xp33_ASAP7_75t_SL,349.56,61.416,27.89,,
u0/g12273__5477,NOR4xp25_ASAP7_75t_SL,130.104,14.976,27.89,,
FE_PHC327_key_c_r_23_50,HB3xp67_ASAP7_75t_L,138.096,372.456,27.89,30.14,2.25
FE_PHC5099_key_c_r_15_40,HB1xp67_ASAP7_75t_SL,69.624,358.416,27.89,31.11,3.22
u0/g28273,OAI22xp5_ASAP7_75t_SL,94.248,11.736,27.89,,
FE_PHC5703_key_c_r_24_47,HB1xp67_ASAP7_75t_SL,153.216,367.056,27.88,30.83,2.95
g5675,AO22x1_ASAP7_75t_SL,9.144,122.976,27.88,,
u2/R11_reg\[25\],,,,27.88,16.39,-11.49
u2/g16784,AND2x2_ASAP7_75t_SL,375.264,215.856,27.88,,
key_b_r_reg\[0\]\[43\],,,,27.88,31.08,3.2
key_c_r_reg\[27\]\[30\],,,,27.88,31.42,3.54
u0/u8_u6_g1928,INVx1_ASAP7_75t_SL,232.92,46.296,27.88,,
key_b_r_reg\[0\]\[42\],,,,27.88,31.08,3.2
key_c_r_reg\[8\]\[30\],,,,27.88,31.11,3.23
u0/g20454__5115,XNOR2xp5_ASAP7_75t_SL,9.36,77.616,27.88,,
u0/g11187__6131,NAND2xp5_ASAP7_75t_SL,128.16,12.816,27.88,,
FE_PHC4662_key_c_r_23_37,HB2xp67_ASAP7_75t_L,144.36,370.296,27.88,30.25,2.37
u2/g23681,INVx1_ASAP7_75t_SL,368.568,70.056,27.88,,
u2/u6_u2_g2020,INVx1_ASAP7_75t_SL,361.656,203.976,27.88,,
u2/g23617,NOR2xp33_ASAP7_75t_SL,366.84,68.976,27.88,,
u2/g16851,INVx1_ASAP7_75t_SL,369.864,216.936,27.87,,
key_b_r_reg\[2\]\[55\],,,,27.87,31.11,3.24
FE_PHC1961_key_c_r_27_2,HB3xp67_ASAP7_75t_SL,180.216,358.416,27.87,31.15,3.28
FE_PHC5085_key_b_r_0_4,HB2xp67_ASAP7_75t_SL,18.0,146.736,27.87,,
key_c_r_reg\[17\]\[47\],,,,27.87,30.75,2.88
u2/g18434,INVx1_ASAP7_75t_SL,343.728,57.096,27.87,,
FE_PHC1028_key_b_r_1_4,HB3xp67_ASAP7_75t_SL,21.456,140.256,27.87,,
key_b_r_reg\[6\]\[32\],,,,27.87,30.14,2.27
FE_PHC1000_key_c_r_18_49,HB3xp67_ASAP7_75t_SL,85.824,371.376,27.87,30.64,2.77
u0/g12700,NOR2xp33_ASAP7_75t_SL,122.328,11.736,27.87,,
u2/L12_reg\[8\],,,,27.87,19.22,-8.65
u0/g20663,NAND2xp5_ASAP7_75t_SL,16.704,73.296,27.87,,
FE_PHC1780_key_c_r_9_16,HB3xp67_ASAP7_75t_SL,49.536,320.616,27.87,,
key_c_r_reg\[29\]\[2\],,,,27.87,31.37,3.5
u0/g20455__7482,XNOR2xp5_ASAP7_75t_SL,21.024,65.736,27.87,,
FE_PHC652_key_b_r_8_15,HB3xp67_ASAP7_75t_L,40.032,224.496,27.87,,
u2/g16759,INVx1_ASAP7_75t_SL,367.056,216.936,27.86,,
FE_PHC3232_key_c_r_25_35,HB2xp67_ASAP7_75t_SL,150.624,368.136,27.86,30.62,2.76
u2/FE_PHC6113_L12_31,HB1xp67_ASAP7_75t_SL,317.808,48.456,27.86,,
FE_PHC1662_key_c_r_7_16,HB3xp67_ASAP7_75t_SL,47.808,311.976,27.86,,
u2/g23595,AOI22xp5_ASAP7_75t_SL,369.0,71.136,27.86,,
FE_PHC8652_key_c_r_21_43,HB2xp67_ASAP7_75t_SL,114.552,377.856,27.86,30.84,2.98
u0/FE_PHC3684_uk_K_r5_20,HB2xp67_ASAP7_75t_SL,162.072,26.856,27.86,,
FE_PHC5051_key_c_r_15_46,HB1xp67_ASAP7_75t_SL,70.704,359.496,27.86,31.08,3.22
u2/g18365,AOI22xp5_ASAP7_75t_SL,342.0,56.016,27.86,,
u0/u6_u2_g2006,NOR2xp33_ASAP7_75t_SL,148.896,22.536,27.86,,
g5670,AO22x1_ASAP7_75t_SL,11.088,129.456,27.86,,
u0/FE_PHC8781_L5_2,HB1xp67_ASAP7_75t_SL,123.408,17.136,27.86,,
u2/g18371,OAI221xp5_ASAP7_75t_SL,337.896,53.856,27.86,,
FE_PHC3893_key_c_r_11_29,HB2xp67_ASAP7_75t_SL,54.504,338.976,27.85,,
u0/FE_PHC6782_R4_10,HB2xp67_ASAP7_75t_L,102.672,9.576,27.85,,
FE_PHC3152_key_b_r_9_8,HB2xp67_ASAP7_75t_SL,34.632,175.896,27.85,,
u0/u6_u2_g2015,NAND2xp5_ASAP7_75t_SL,145.224,20.376,27.85,,
FE_PHC3603_key_b_r_5_42,HB1xp67_ASAP7_75t_L,32.688,270.936,27.85,,
key_c_r_reg\[4\]\[34\],,,,27.85,31.1,3.25
key_c_r_reg\[23\]\[49\],,,,27.85,31.13,3.28
u0/L7_reg\[11\],,,,27.85,20.42,-7.43
u2/u13_u4_g2307,INVx1_ASAP7_75t_SL,317.16,47.376,27.85,,
u0/FE_PHC7671_L6_20,HB1xp67_ASAP7_75t_SL,170.712,27.936,27.85,,
u0/u9_u6_g1883,NOR2xp33_ASAP7_75t_SL,249.552,41.976,27.85,,
u0/g12690,OAI22xp5_ASAP7_75t_SL,117.144,10.656,27.85,,
u0/g12682,OAI22xp5_ASAP7_75t_SL,115.2,10.656,27.85,,
key_b_r_reg\[3\]\[0\],,,,27.85,28.23,0.38
u0/g12219__7098,NOR5xp2_ASAP7_75t_SL,127.728,13.896,27.85,,
u0/uk_K_r8_reg\[32\],,,,27.84,20.55,-7.29
u0/u5_u2_g2014,NOR2xp33_ASAP7_75t_SL,112.392,10.656,27.84,,
u2/L13_reg\[20\],,,,27.84,19.36,-8.48
u2/g23764,XNOR2xp5_ASAP7_75t_SL,362.52,65.736,27.84,,
u2/FE_PHC6047_R11_8,HB1xp67_ASAP7_75t_SL,322.776,48.456,27.84,,
key_c_r_reg\[0\]\[13\],,,,27.84,19.32,-8.52
u0/g12701,NAND2xp5_ASAP7_75t_SL,114.768,11.736,27.84,,
u2/g14115,XOR2xp5_ASAP7_75t_SL,354.96,68.976,27.84,,
u0/g28491,INVx1_ASAP7_75t_SL,93.6,11.736,27.83,,
u2/g18594,INVx1_ASAP7_75t_SL,340.704,58.176,27.83,,
u2/u13_u4_g2331,NAND2xp5_ASAP7_75t_SL,314.784,46.296,27.83,,
FE_PHC4319_key_c_r_29_2,HB3xp67_ASAP7_75t_SL,204.84,357.336,27.83,31.23,3.4
FE_PHC1352_key_c_r_13_32,HB3xp67_ASAP7_75t_SL,58.176,345.456,27.83,,
FE_PHC2936_key_b_r_9_9,HB2xp67_ASAP7_75t_SL,32.472,164.016,27.83,,
key_b_r_reg\[5\]\[17\],,,,27.83,29.11,1.28
u2/u13_u0_g2025,O2A1O1Ixp33_ASAP7_75t_SL,326.016,49.536,27.83,,
u2/FE_PHC5593_L13_20,HB1xp67_ASAP7_75t_SL,337.464,47.376,27.83,,
u0/g12726,NAND2xp5_ASAP7_75t_SL,119.088,10.656,27.83,,
u2/u13_u0_g2063,INVx1_ASAP7_75t_SL,319.968,50.616,27.83,,
u0/g20650,NAND2xp5_ASAP7_75t_SL,18.216,72.216,27.83,,
FE_PHC3723_key_c_r_8_21,HB2xp67_ASAP7_75t_SL,44.136,309.816,27.83,,
u0/uk_K_r8_reg\[5\],,,,27.83,20.44,-7.39
u2/g16702,OAI221xp5_ASAP7_75t_SL,372.456,218.016,27.83,,
u2/u6_u2_g2024,INVx1_ASAP7_75t_SL,360.36,205.056,27.83,,
u0/g20762,AOI22xp5_ASAP7_75t_L,51.912,36.576,27.83,,
u0/u5_u2_g1974,NOR2xp33_ASAP7_75t_SL,110.016,17.136,27.83,,
u0/g12139,OR2x2_ASAP7_75t_SL,67.68,24.696,27.83,,
u2/FE_PHC456_R12_24,HB2xp67_ASAP7_75t_L,319.536,48.456,27.83,,
u0/FE_PHC7133_uk_K_r0_41,HB2xp67_ASAP7_75t_L,26.64,54.936,27.83,,
u2/g16787,NAND2xp5_ASAP7_75t_SL,374.616,216.936,27.82,,
u0/u9_u7_g2132,AOI222xp33_ASAP7_75t_SL,267.696,50.616,27.82,,
key_c_r_reg\[12\]\[35\],,,,27.82,31.01,3.19
u2/g18775,INVx1_ASAP7_75t_SL,345.456,58.176,27.82,,
u2/u12_u7_g2549,INVx1_ASAP7_75t_SL,275.904,51.696,27.82,,
key_b_r_reg\[0\]\[52\],,,,27.82,31.04,3.22
u2/FE_PHC2878_uk_K_r11_8,HB1xp67_ASAP7_75t_L,295.344,45.216,27.82,,
u0/desIn_r_reg\[41\],,,,27.82,21.82,-6.0
key_c_r_reg\[7\]\[31\],,,,27.82,31.05,3.23
u0/g28008,AOI32xp33_ASAP7_75t_SL,91.656,12.816,27.81,,
u2/R12_reg\[25\],,,,27.81,15.86,-11.95
FE_PHC671_key_c_r_17_42,HB4xp67_ASAP7_75t_SL,87.552,371.376,27.81,30.89,3.08
u2/FE_PHC6040_uk_K_r10_45,HB1xp67_ASAP7_75t_SL,286.056,46.296,27.81,,
key_c_r_reg\[3\]\[15\],,,,27.81,30.04,2.23
FE_PHC1349_key_b_r_9_52,HB3xp67_ASAP7_75t_SL,35.496,302.256,27.81,,
FE_PHC1573_key_b_r_5_43,HB3xp67_ASAP7_75t_SL,31.824,274.176,27.81,,
u2/g14107,INVx1_ASAP7_75t_SL,348.696,59.256,27.81,,
FE_PHC725_key_c_r_5_25,HB3xp67_ASAP7_75t_L,39.168,302.256,27.81,,
u0/g28612,NAND2xp5_ASAP7_75t_SL,81.504,17.136,27.81,,
u2/g11074,XNOR2xp5_ASAP7_75t_SL,363.384,67.896,27.81,,
u0/u9_u7_g2115,AOI221xp5_ASAP7_75t_SL,264.672,49.536,27.81,,
u2/g18313,NAND5xp2_ASAP7_75t_SL,334.008,52.776,27.81,,
u0/g13872__6161,AOI221xp5_ASAP7_75t_SL,65.52,25.776,27.8,,
u2/g23715,INVx1_ASAP7_75t_SL,365.328,66.816,27.8,,
u0/u9_u5_g1912,INVx1_ASAP7_75t_SL,261.648,60.336,27.8,,
u2/u13_u4_g2268,NAND5xp2_ASAP7_75t_SL,320.4,46.296,27.8,,
u2/g18712,XNOR2xp5_ASAP7_75t_SL,323.856,48.456,27.8,,
u2/g16681,OAI211xp5_ASAP7_75t_SL,369.216,215.856,27.8,,
u0/uk_K_r1_reg\[39\],,,,27.8,20.25,-7.55
key_c_r_reg\[22\]\[45\],,,,27.8,31.05,3.25
u0/FE_PHC8630_R2_18,HB1xp67_ASAP7_75t_SL,79.344,18.216,27.8,,
u2/u13_u4_g2323,INVx1_ASAP7_75t_SL,311.544,45.216,27.8,,
FE_PHC4011_key_c_r_27_53,HB2xp67_ASAP7_75t_SL,179.136,358.416,27.8,31.13,3.33
u0/uk_K_r7_reg\[19\],,,,27.79,20.52,-7.27
u2/g23709,INVx1_ASAP7_75t_SL,372.024,71.136,27.79,,
u2/u14_u2_g2012,AO21x1_ASAP7_75t_SL,350.424,61.416,27.79,,
u0/u9_u7_g2124,A2O1A1Ixp33_ASAP7_75t_SL,260.352,46.296,27.79,,
u2/u11_u7_g2921,INVx1_ASAP7_75t_SL,269.856,73.296,27.79,,
u2/desOut_reg\[20\],,,,27.79,16.15,-11.64
FE_PHC4553_key_c_r_26_21,HB1xp67_ASAP7_75t_SL,173.304,361.656,27.79,31.3,3.51
u2/u13_u4_g2295,NAND2xp5_ASAP7_75t_SL,312.192,45.216,27.79,,
u2/g16682,AOI321xp33_ASAP7_75t_SL,367.488,212.616,27.79,,
u0/u9_u7_g2151,NOR2xp33_ASAP7_75t_SL,263.376,48.456,27.79,,
u0/uk_K_r7_reg\[26\],,,,27.78,20.28,-7.5
u2/g23605,INVx1_ASAP7_75t_SL,367.704,68.976,27.78,,
u2/g13615,NAND2xp5_ASAP7_75t_SL,364.248,182.376,27.78,,
key_c_r_reg\[16\]\[38\],,,,27.78,30.76,2.98
u0/u6_u2_g2005,NAND2xp5_ASAP7_75t_SL,144.576,19.296,27.78,,
u2/g13536,NAND2xp5_ASAP7_75t_SL,367.92,171.576,27.78,,
u0/g11192__7482,NAND2xp5_ASAP7_75t_SL,129.24,13.896,27.78,,
u0/g12229__2346,OAI32xp33_ASAP7_75t_SL,131.4,14.976,27.78,,
u0/g12223__7482,OAI321xp33_ASAP7_75t_SL,134.64,16.056,27.78,,
u0/u0_u4_g2283,AOI22xp5_ASAP7_75t_SL,16.272,81.936,27.77,,
u2/u13_u0_g2001,OAI321xp33_ASAP7_75t_SL,329.04,51.696,27.77,,
FE_PHC5048_key_b_r_6_42,HB2xp67_ASAP7_75t_SL,31.608,270.936,27.77,,
key_c_r_reg\[32\]\[16\],,,,27.77,30.27,2.5
u0/u9_u6_g1904,OAI32xp33_ASAP7_75t_SL,256.896,45.216,27.77,,
u0/u5_u2_g1972,OAI321xp33_ASAP7_75t_SL,108.936,9.576,27.77,,
u2/g23769,XNOR2xp5_ASAP7_75t_SL,374.616,70.056,27.77,,
u0/u9_u4_g2281,OR2x2_ASAP7_75t_SL,245.448,40.896,27.77,,
u0/u9_u4_g2256,AOI321xp33_ASAP7_75t_SL,242.424,40.896,27.77,,
u0/u6_u2_g1977,AOI22xp5_ASAP7_75t_SL,140.256,18.216,27.77,,
key_c_r_reg\[32\]\[29\],,,,27.76,30.05,2.29
u0/g12714,NAND2xp5_ASAP7_75t_SL,123.408,11.736,27.76,,
FE_PHC2991_key_b_r_5_1,HB2xp67_ASAP7_75t_SL,34.632,158.616,27.76,,
u0/u5_u2_g1998,OAI22xp5_ASAP7_75t_SL,101.376,9.576,27.76,,
u0/u9_u6_g1935,NAND2xp5_ASAP7_75t_SL,250.416,41.976,27.76,,
u0/g13883__6260,OAI321xp33_ASAP7_75t_SL,69.192,23.616,27.76,,
FE_PHC6135_key_c_r_20_42,HB1xp67_ASAP7_75t_SL,102.024,376.776,27.76,30.7,2.94
key_b_r_reg\[7\]\[9\],,,,27.76,28.92,1.16
u0/g13897__5115,AOI31xp33_ASAP7_75t_SL,64.224,26.856,27.76,,
u0/g20490__1666,OA22x2_ASAP7_75t_SL,17.568,68.976,27.76,,
key_b_r_reg\[1\]\[34\],,,,27.76,30.71,2.95
u2/R14_reg\[12\],,,,27.76,14.79,-12.97
u0/FE_PHC7847_uk_K_r6_25,HB1xp67_ASAP7_75t_SL,161.208,25.776,27.76,,
FE_PHC4096_key_c_r_26_29,HB3xp67_ASAP7_75t_SL,160.56,365.976,27.76,31.31,3.55
FE_PHC793_key_c_r_10_23,HB2xp67_ASAP7_75t_L,46.944,323.856,27.75,,
u2/u12_u7_g2508,AOI321xp33_ASAP7_75t_SL,276.768,49.536,27.75,,
FE_PHC5122_key_c_r_14_37,HB1xp67_ASAP7_75t_SL,69.84,356.256,27.75,31.07,3.32
u2/uk_K_r12_reg\[49\],,,,27.75,19.72,-8.03
u2/u7_u2_g1968,OAI321xp33_ASAP7_75t_SL,362.52,192.096,27.75,,
u0/uk_K_r6_reg\[53\],,,,27.75,19.85,-7.9
u0/g12266__7410,NAND2xp5_ASAP7_75t_SL,130.32,12.816,27.75,,
key_b_r_reg\[7\]\[14\],,,,27.75,29.04,1.29
u0/g12233__5477,AOI31xp33_ASAP7_75t_SL,125.352,11.736,27.75,,
u2/g23533,AOI21xp5_ASAP7_75t_SL,366.84,67.896,27.75,,
FE_PHC8334_key_c_r_23_37,HB2xp67_ASAP7_75t_SL,145.44,370.296,27.75,30.13,2.38
FE_PHC2113_key_c_r_4_21,HB1xp67_ASAP7_75t_L,37.44,248.256,27.75,,
FE_PHC3802_key_c_r_24_52,HB2xp67_ASAP7_75t_SL,137.664,373.536,27.75,29.9,2.15
u0/g12711,INVx1_ASAP7_75t_SL,120.168,11.736,27.74,,
FE_PHC7670_key_c_r_3_26,HB1xp67_ASAP7_75t_SL,32.688,261.216,27.74,,
FE_PHC8625_key_c_r_0_13,HB1xp67_ASAP7_75t_SL,17.136,146.736,27.74,,
u2/g23731,INVx1_ASAP7_75t_SL,364.464,65.736,27.74,,
u2/g11455,OAI22xp5_ASAP7_75t_SL,363.384,181.296,27.74,,
u2/u13_u4_g2310,NOR3xp33_ASAP7_75t_SL,315.0,45.216,27.74,,
key_c_r_reg\[21\]\[51\],,,,27.74,30.41,2.67
key_c_r_reg\[27\]\[21\],,,,27.74,31.37,3.63
u2/u13_u4_g2337,INVx1_ASAP7_75t_SL,316.296,46.296,27.74,,
u0/u9_u4_g2310,INVx1_ASAP7_75t_SL,241.56,40.896,27.74,,
FE_PHC8523_key_b_r_7_49,HB1xp67_ASAP7_75t_SL,36.792,302.256,27.74,,
FE_PHC2323_key_b_r_6_9,HB2xp67_ASAP7_75t_SL,32.256,169.416,27.74,,
u0/R2_reg\[9\],,,,27.73,14.63,-13.1
FE_PHC1584_key_c_r_25_47,HB3xp67_ASAP7_75t_SL,163.584,364.896,27.73,31.25,3.52
u2/u7_u2_g2005,NOR2xp33_ASAP7_75t_SL,363.816,185.616,27.73,,
u2/u15_u5_g1894,NAND3xp33_ASAP7_75t_SL,370.944,71.136,27.73,,
FE_PHC1348_key_c_r_6_22,HB3xp67_ASAP7_75t_SL,45.216,309.816,27.73,,
FE_PHC4718_key_c_r_8_23,HB1xp67_ASAP7_75t_SL,45.648,310.896,27.73,,
u0/u9_u6_g1915,AND2x2_ASAP7_75t_SL,252.576,46.296,27.73,,
g5713,AO22x1_ASAP7_75t_SL,9.792,128.376,27.73,,
u0/g20646,INVx1_ASAP7_75t_SL,19.512,66.816,27.73,,
FE_PHC2031_key_c_r_10_22,HB3xp67_ASAP7_75t_SL,45.216,321.696,27.73,,
u0/g28111,A2O1A1Ixp33_ASAP7_75t_SL,83.88,16.056,27.73,,
key_c_r_reg\[29\]\[47\],,,,27.73,31.31,3.58
u2/R13_reg\[23\],,,,27.73,15.23,-12.5
u0/u9_u4_g2306,NOR2xp33_ASAP7_75t_SL,246.744,40.896,27.73,,
u2/FE_OFC39_decrypt,INVx2_ASAP7_75t_SL,321.048,263.376,27.73,,
g849,INVx1_ASAP7_75t_SL,249.984,327.096,27.73,,
u2/u14_u2_g2047,NAND2xp5_ASAP7_75t_SL,356.472,64.656,27.73,,
u0/uk_K_r1_reg\[3\],,,,27.72,19.75,-7.97
u0/g12663,OAI221xp5_ASAP7_75t_SL,120.6,10.656,27.72,,
u2/u6_u2_g1981,OAI32xp33_ASAP7_75t_SL,361.008,202.896,27.72,,
u2/FE_OFC79_n_0,BUFx2_ASAP7_75t_SL,307.656,245.016,27.72,,
u2/u7_u2_g2019,NAND2xp5_ASAP7_75t_SL,363.168,188.856,27.72,,
key_c_r_reg\[3\]\[36\],,,,27.72,30.95,3.23
u0/g29260,AO22x1_ASAP7_75t_SL,165.528,26.856,27.72,,
u2/u12_u7_g2546,XNOR2xp5_ASAP7_75t_SL,284.112,46.296,27.72,,
u2/u11_u5_g1919,INVx1_ASAP7_75t_SL,272.016,59.256,27.72,,
u2/g18454,NAND3xp33_ASAP7_75t_SL,335.52,52.776,27.72,,
u2/g16748,NOR2xp33_ASAP7_75t_SL,372.672,215.856,27.72,,
u0/g29296,AOI22xp5_ASAP7_75t_L,163.584,26.856,27.72,,
u0/FE_PHC7146_uk_K_r1_20,HB2xp67_ASAP7_75t_L,48.24,39.816,27.71,,
key_c_r_reg\[1\]\[12\],,,,27.71,28.2,0.49
u0/g28204,AOI21xp5_ASAP7_75t_SL,88.632,13.896,27.71,,
u2/u13_u0_g2067,NAND2xp5_ASAP7_75t_SL,329.472,50.616,27.71,,
u0/FE_PHC2710_uk_K_r7_25,HB2xp67_ASAP7_75t_SL,200.952,38.736,27.71,,
u0/g28483,NOR2xp33_ASAP7_75t_SL,90.792,12.816,27.71,,
u0/FE_PHC7065_uk_K_r1_27,HB2xp67_ASAP7_75t_L,46.944,40.896,27.71,,
key_c_r_reg\[6\]\[32\],,,,27.71,30.93,3.22
u0/g30233,OA21x2_ASAP7_75t_SL,70.92,22.536,27.71,,
u2/u12_u7_g2567,NOR2xp33_ASAP7_75t_SL,274.824,49.536,27.71,,
key_c_r_reg\[13\]\[37\],,,,27.71,30.88,3.17
FE_PHC306_key_c_r_23_43,HB3xp67_ASAP7_75t_L,140.256,373.536,27.71,31.3,3.59
u2/u13_u4_g2291,AOI22xp5_ASAP7_75t_SL,316.944,45.216,27.71,,
u0/uk_K_r6_reg\[24\],,,,27.71,19.78,-7.93
FE_PHC5689_key_c_r_24_37,HB1xp67_ASAP7_75t_SL,154.944,368.136,27.71,31.23,3.52
key_c_r_reg\[11\]\[34\],,,,27.71,30.86,3.15
u2/FE_PHC2937_uk_K_r12_54,HB2xp67_ASAP7_75t_SL,355.824,74.376,27.71,,
u2/u7_u2_g1979,AOI22xp5_ASAP7_75t_SL,362.52,193.176,27.71,,
FE_PHC598_key_c_r_6_24,HB4xp67_ASAP7_75t_SL,40.032,305.496,27.7,,
u2/u12_u7_g2506,OAI331xp33_ASAP7_75t_SL,280.44,48.456,27.7,,
u0/u9_u7_g2110,AO331x1_ASAP7_75t_SL,262.728,47.376,27.7,,
key_b_r_reg\[1\]\[52\],,,,27.7,30.92,3.22
key_b_r_reg\[1\]\[38\],,,,27.7,30.89,3.19
u2/g14078,NAND2xp5_ASAP7_75t_SL,349.56,59.256,27.7,,
u0/FE_PHC1466_uk_K_r0_26,HB3xp67_ASAP7_75t_SL,49.32,44.136,27.7,,
u2/g14041,NOR2xp33_ASAP7_75t_SL,347.4,58.176,27.7,,
FE_PHC5459_key_b_r_4_43,HB1xp67_ASAP7_75t_SL,32.688,272.016,27.7,,
FE_PHC3010_key_c_r_15_55,HB1xp67_ASAP7_75t_L,70.704,360.576,27.7,30.9,3.2
u0/u6_u2_g1970,AND4x1_ASAP7_75t_SL,146.088,20.376,27.7,,
u0/g12226__9315,OAI221xp5_ASAP7_75t_SL,127.296,11.736,27.7,,
u2/g11875,AND4x1_ASAP7_75t_SL,361.224,170.496,27.7,,
u0/u9_u7_g2167,NAND2xp5_ASAP7_75t_SL,261.864,46.296,27.69,,
u0/g29023,XNOR2xp5_ASAP7_75t_SL,131.832,18.216,27.69,,
u2/uk_K_r12_reg\[38\],,,,27.69,20.01,-7.68
u2/g22567,INVx1_ASAP7_75t_SL,360.576,139.176,27.69,,
u2/u12_u7_g2574,INVx1_ASAP7_75t_SL,273.96,49.536,27.69,,
u2/g23672,NAND2xp5_ASAP7_75t_SL,366.192,66.816,27.69,,
key_c_r_reg\[10\]\[30\],,,,27.69,30.89,3.2
u0/u8_u6_g1902,OAI22xp5_ASAP7_75t_SL,232.056,39.816,27.69,,
u2/g18591,INVx1_ASAP7_75t_SL,345.024,57.096,27.69,,
u0/FE_PHC4898_R2_1,HB1xp67_ASAP7_75t_SL,84.528,20.376,27.69,,
u0/g27875,AOI211xp5_ASAP7_75t_SL,94.68,14.976,27.69,,
u2/u14_u2_g2013,OAI22xp5_ASAP7_75t_SL,355.392,63.576,27.69,,
u2/g23033,AOI22xp5_ASAP7_75t_L,293.616,45.216,27.69,,
u0/FE_PHC180_R7_15,HB3xp67_ASAP7_75t_L,215.424,38.736,27.69,,
u0/u8_u6_g1893,OAI32xp33_ASAP7_75t_SL,234.0,39.816,27.69,,
u0/u0_u4_g2323,NAND2xp5_ASAP7_75t_SL,19.512,78.696,27.69,,
u2/g23501,AOI211xp5_ASAP7_75t_SL,372.456,70.056,27.69,,
u0/g12239__5526,NOR2xp33_ASAP7_75t_SL,130.968,13.896,27.68,,
u2/u6_u0_g2040,AOI21xp5_ASAP7_75t_SL,362.736,205.056,27.68,,
FE_PHC2301_key_c_r_13_39,HB2xp67_ASAP7_75t_SL,60.984,348.696,27.68,,
u2/u14_u2_g1985,AOI321xp33_ASAP7_75t_SL,353.448,62.496,27.68,,
key_c_r_reg\[2\]\[36\],,,,27.68,30.9,3.22
u2/g18515,INVx1_ASAP7_75t_SL,340.488,54.936,27.68,,
